"Customer name";"Media name";"Quantity";"Batch number";"Delivery date";"Media type";"Original ref";"Original quantity"
"National Public Health Laboratory Microbiology Unit";"Mueller Hinton II Agar ";"100";"MHII211020-01";"2020-10-28";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Blood Culture Bottle (adult)";"10";"BHI A091020-01";"2020-10-28";"Adult Bottle";"";""
"National Public Health Laboratory Microbiology Unit";"Blood Culture Bottle (child)";"10";"BHI P250920-01";"2020-10-28";"Child Bottle";"";""
"National Public Health Laboratory Microbiology Unit";"Ashdown's Agar";"10";"ASHA290920-01";"2020-10-28";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"10";"TCBS141020-01";"2020-10-28";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Trypticase Soy Broth ";"100";"TSB300420-01";"2020-10-28";"Tube";"";""
"National Public Health Laboratory Microbiology Unit";"Cystine Lactose Electrolyte Deficient Agar";"80";"CLED280920-01";"2020-10-28";"Plate";"";""
"Sunrise Hospital";"Blood Agar";"50";"BAP211020-01";"2020-10-28";"Plate";"";""
"Sunrise Hospital";"Mueller Hinton II Agar ";"50";"MHII211020-01";"2020-10-28";"Plate";"";""
"Sunrise Hospital";"Chocolate Agar";"50";"CHOC211020-01";"2020-10-28";"Plate";"";""
"Sunrise Hospital";"Kligler Iron Agar";"30";"KIA280920-01";"2020-10-28";"Tube";"";""
"National Public Health Laboratory Microbiology Unit";"Blood Agar";"80";"BAP231020-01";"2020-10-28";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"MacConkey Agar";"140";"MAC221020-01";"2020-10-28";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Cystine Lactose Electrolyte Deficient Agar";"20";"CLED221020-01";"2020-10-28";"Plate";"";""
"Sunrise Hospital";"MacConkey Agar";"30";"MAC221020-01";"2020-10-28";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Blood Culture Bottle (adult)";"50";"BHI A141020-01";"2020-11-02";"Adult Bottle";"";""
"Khmer Soviet Friendship Hospital";"Blood Agar";"100";"BAP231020-01";"2020-11-02";"Plate";"";""
"Khmer Soviet Friendship Hospital";"MacConkey Agar";"200";"MAC221020-01";"2020-11-02";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Blood Culture Bottle (adult)";"150";"BHI A141020-01";"2020-11-02";"Adult Bottle";"";""
"Saravorn Laboratory";"Blood Culture Bottle (adult)";"10";"BHI A141020-01";"2020-11-03";"Adult Bottle";"";""
"Pro Laboratory";"Blood Culture Bottle (adult)";"18";"BHI A091020-01";"2020-11-03";"Adult Bottle";"";""
"Pro Laboratory";"Blood Culture Bottle (adult)";"2";"BHI A141020-01";"2020-11-03";"Adult Bottle";"";""
"Pro Laboratory";"Blood Agar";"20";"BAP231020-01";"2020-11-03";"Plate";"";""
"Pro Laboratory";"MacConkey Agar";"20";"MAC221020-01";"2020-11-03";"Plate";"";""
"Siem Reap";"Blood Agar";"100";"BAP231020-01";"2020-11-03";"Plate";"";""
"Siem Reap";"Blood Agar";"100";"BAP261020-01";"2020-11-03";"Plate";"";""
"Siem Reap";"Chocolate Agar";"90";"CHOC211020-01";"2020-11-03";"Plate";"";""
"Urology clinic";"MacConkey Agar";"30";"MAC221020-01";"2020-11-04";"Plate";"";""
"NHealth Laboratory ";"Blood Agar";"100";"BAP261020-01";"2020-11-04";"Plate";"";""
"NHealth Laboratory ";"Chocolate Agar";"100";"CHOC211020-01";"2020-11-04";"Plate";"";""
"NHealth Laboratory ";"MacConkey Agar";"360";"MAC221020-02";"2020-11-04";"Plate";"";""
"NHealth Laboratory ";"Mueller Hinton II Agar ";"80";"MHII271020-01";"2020-11-04";"Plate";"";""
"Urology clinic";"Mueller Hinton II Agar ";"30";"MHII271020-01";"2020-11-04";"Plate";"";""
"BOM";"Blood Agar";"50";"BAP261020-01";"2020-11-05";"Plate";"";""
"BOM";"Chocolate Agar";"20";"CHOC271020-01";"2020-11-05";"Plate";"";""
"BOM";"Mueller Hinton II Agar ";"10";"MHII271020-01";"2020-11-05";"Plate";"";""
"BOM";"MacConkey Agar";"20";"MAC221020-02";"2020-11-05";"Plate";"";""
"Biobykin";"Blood Culture Bottle (child)";"20";"BHI P161020-01";"2020-11-05";"Child Bottle";"";""
"Biobykin";"Blood Agar";"40";"BAP261020-01";"2020-11-05";"Plate";"";""
"Biobykin";"Chocolate Agar";"30";"CHOC271020-01";"2020-11-05";"Plate";"";""
"Biobykin";"Mueller Hinton II Agar ";"40";"MHII271020-01";"2020-11-05";"Plate";"";""
"Biobykin";"MacConkey Agar";"30";"MAC221020-02";"2020-11-05";"Plate";"";""
"Biobykin";"Hektoen Enteric Agar";"10";"HE121020-01";"2020-11-05";"Plate";"";""
"Biobykin";"Kligler Iron Agar";"10";"KIA280920-01";"2020-11-05";"Tube";"";""
"Biobykin";"Lysine Iron Agar";"10";"LIA210920-01";"2020-11-05";"Tube";"";""
"Biobykin";"Sulfide Indole Motility Medium";"10";"SIM090920-01";"2020-11-05";"Tube";"";""
"Biobykin";"Urea Agar";"10";"URE221020-01";"2020-11-05";"Tube";"";""
"Kossamak";"Blood Agar";"100";"BAP261020-02";"2020-11-06";"Plate";"";""
"Kossamak";"Mueller Hinton II Agar ";"170";"MHII271020-01";"2020-11-06";"Plate";"";""
"Kossamak";"MacConkey Agar";"160";"MAC031120-01";"2020-11-06";"Plate";"";""
"Kossamak";"Mannitol Salt Agar";"60";"MSA071020-01";"2020-11-06";"Plate";"";""
"Kossamak";"Chocolate Agar";"60";"CHOC271020-01";"2020-11-06";"Plate";"";""
"Kossamak";"Kligler Iron Agar";"40";"KIA280920-01";"2020-11-06";"Tube";"";""
"Kossamak";"Lysine Iron Agar";"40";"LIA210920-01";"2020-11-06";"Tube";"";""
"Kossamak";"Sulfide Indole Motility Medium";"40";"SIM071020-01";"2020-11-06";"Tube";"";""
"Kossamak";"Urea Agar";"40";"URE221020-01";"2020-11-06";"Tube";"";""
"Kossamak";"Simmons Citrate Agar ";"40";"CIT061020-01";"2020-11-06";"Tube";"";""
"Amatak Laboratory";"Blood Culture Bottle (child)";"30";"BHI P161020-01";"2020-11-06";"Child Bottle";"";""
"Siem Reap";"Chocolate Agar";"100";"CHOC271020-01";"2020-11-10";"Plate";"";""
"Siem Reap";"Mueller Hinton II Agar ";"30";"MHII271020-01";"2020-11-10";"Plate";"";""
"Siem Reap";"Mueller Hinton II Agar ";"220";"MHII281020-01";"2020-11-10";"Plate";"";""
"Siem Reap";"MacConkey Agar";"100";"MAC031120-01";"2020-11-10";"Plate";"";""
"Siem Reap";"Mannitol Salt Agar";"20";"MSA071020-01";"2020-11-10";"Plate";"";""
"Siem Reap";"Hektoen Enteric Agar";"10";"HE121020-01";"2020-11-10";"Plate";"";""
"Siem Reap";"Ashdown's Agar";"20";"ASHA290920-01";"2020-11-10";"Plate";"";""
"Siem Reap";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"10";"TCBS141020-01";"2020-11-10";"Plate";"";""
"Siem Reap";"Kligler Iron Agar";"100";"KIA280920-01";"2020-11-10";"Tube";"";""
"Siem Reap";"Lysine Iron Agar";"80";"LIA210920-01";"2020-11-10";"Tube";"";""
"Siem Reap";"Sulfide Indole Motility Medium";"70";"SIM071020-01";"2020-11-10";"Tube";"";""
"Siem Reap";"Simmons Citrate Agar ";"70";"CIT061020-01";"2020-11-10";"Tube";"";""
"Siem Reap";"Urea Agar";"30";"URE221020-01";"2020-11-10";"Tube";"";""
"Sunrise Hospital";"Blood Agar";"80";"BAP261020-02";"2020-11-10";"Plate";"";""
"Sunrise Hospital";"Mueller Hinton II Agar ";"80";"MHII281020-01";"2020-11-10";"Plate";"";""
"Sunrise Hospital";"MacConkey Agar";"80";"MAC031120-01";"2020-11-10";"Plate";"";""
"Sunrise Hospital";"Chocolate Agar";"50";"CHOC271020-01";"2020-11-10";"Plate";"";""
"Sunrise Hospital";"Kligler Iron Agar";"20";"KIA070920-01";"2020-11-10";"Tube";"";""
"Sunrise Hospital";"Kligler Iron Agar";"30";"KIA280920-01";"2020-11-10";"Tube";"";""
"Sunrise Hospital";"Simmons Citrate Agar ";"50";"CIT061020-01";"2020-11-10";"Tube";"";""
"Sunrise Hospital";"Sulfide Indole Motility Medium";"50";"SIM071020-01";"2020-11-10";"Tube";"";""
"Sunrise Hospital";"Urea Agar";"50";"URE221020-01";"2020-11-10";"Tube";"";""
"Sunrise Hospital";"Lysine Iron Agar";"50";"LIA081020-01";"2020-11-10";"Tube";"";""
"Siem Reap";"Lysine Iron Agar";"20";"LIA081020-01";"2020-11-10";"Tube";"";""
"BOM";"Blood Agar";"30";"BAP261020-02";"2020-11-10";"Plate";"";""
"BOM";"MacConkey Agar";"60";"MAC031120-01";"2020-11-10";"Plate";"";""
"BOM";"Ashdown's Agar";"20";"ASHA041120-01";"2020-11-10";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Blood Agar";"300";"BAP101120-02";"2020-11-13";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Mueller Hinton II Agar ";"140";"MHII021120-01";"2020-11-13";"Plate";"";""
"Khmer Soviet Friendship Hospital";"MacConkey Agar";"200";"MAC051120-01";"2020-11-13";"Plate";"";""
"Battambang";"Blood Agar";"70";"BAP261020-02";"2020-11-13";"Plate";"";""
"Battambang";"Blood Agar";"100";"BAP101120-01";"2020-11-13";"Plate";"";""
"Battambang";"Chocolate Agar";"140";"CHOC031120-01";"2020-11-13";"Plate";"";""
"Battambang";"Mueller Hinton II Agar ";"70";"MHII021120-01";"2020-11-13";"Plate";"";""
"Battambang";"Mueller Hinton II Agar ";"130";"MHII031120-01";"2020-11-13";"Plate";"";""
"Battambang";"MacConkey Agar";"10";"MAC031120-01";"2020-11-13";"Plate";"";""
"Battambang";"MacConkey Agar";"80";"MAC051120-01";"2020-11-13";"Plate";"";""
"Battambang";"Mannitol Salt Agar";"150";"MSA041120-01";"2020-11-13";"Plate";"";""
"Battambang";"Ashdown's Agar";"10";"ASHA290920-01";"2020-11-13";"Plate";"";""
"Battambang";"Ashdown's Agar";"40";"ASHA041120-01";"2020-11-13";"Plate";"";""
"Battambang";"Hektoen Enteric Agar";"10";"HE211020-01";"2020-11-13";"Plate";"";""
"Takeo";"Blood Culture Bottle (child)";"2";"BHI P250920-01";"2020-11-13";"Child Bottle";"";""
"Takeo";"Blood Culture Bottle (child)";"32";"BHI P161020-01";"2020-11-13";"Child Bottle";"";""
"Takeo";"Blood Agar";"160";"BAP101120-01";"2020-11-13";"Plate";"";""
"Takeo";"Mueller Hinton II Agar ";"40";"MHII281020-01";"2020-11-13";"Plate";"";""
"Takeo";"Mueller Hinton II Agar ";"110";"MHII021120-01";"2020-11-13";"Plate";"";""
"Takeo";"MacConkey Agar";"100";"MAC051120-01";"2020-11-13";"Plate";"";""
"Takeo";"Hektoen Enteric Agar";"10";"HE211020-01";"2020-11-13";"Plate";"";""
"Takeo";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"10";"TCBS141020-01";"2020-11-13";"Plate";"";""
"Takeo";"Ashdown's Agar";"10";"ASHA041120-01";"2020-11-13";"Plate";"";""
"Battambang";"Chocolate Agar";"60";"CHOC271020-01";"2020-11-13";"Plate";"";""
"US NAMRU-2";"Ashdown's Agar";"70";"ASHA041120-01";"2020-11-13";"Plate";"";""
"US NAMRU-2";"Ashdown's Broth";"70";"ASHB261020-01";"2020-11-13";"Tube";"";""
"Central Laboratory";"MacConkey Agar";"30";"MAC051120-01";"2020-11-16";"Plate";"";""
"Central Laboratory";"Mueller Hinton II Agar ";"30";"MHII021120-01";"2020-11-16";"Plate";"";""
"Central Laboratory";"Blood Agar";"10";"BAP101120-01";"2020-11-16";"Plate";"";""
"Kossamak";"Blood Culture Bottle (child)";"70";"BHI P161020-01";"2020-11-16";"Child Bottle";"";""
"Kossamak";"Blood Culture Bottle (child)";"80";"BHI P061120-01";"2020-11-16";"Child Bottle";"";""
"Kossamak";"Ashdown's Agar";"20";"ASHA041120-01";"2020-11-16";"Plate";"";""
"Pro Laboratory";"Mueller Hinton II Agar ";"20";"MHII281020-01";"2020-11-10";"Plate";"";""
"BOM";"Ashdown's Agar";"20";"ASHA290920-01";"2020-11-05";"Plate";"";""
"AFRIM Project BTB";"Kligler Iron Agar";"130";"KIA280920-01";"2020-11-18";"Tube";"";""
"AFRIM Project BTB";"Kligler Iron Agar";"270";"KIA280920-02";"2020-11-18";"Tube";"";""
"AFRIM Project BTB";"Lysine Iron Agar";"200";"LIA081020-01";"2020-11-18";"Tube";"";""
"AFRIM Project BTB";"Mueller Hinton II Agar ";"200";"MHII031120-01";"2020-11-18";"Plate";"";""
"AFRIM Project BTB";"Blood Agar";"50";"BAP101120-01";"2020-11-18";"Plate";"";""
"AFRIM Project BTB";"Blood Agar";"100";"BAP111120-01";"2020-11-18";"Plate";"";""
"AFRIM Project BTB";"MacConkey Agar";"150";"MAC111120-01";"2020-11-18";"Plate";"";""
"AFRIM Project BTB";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"20";"TCBS141020-01";"2020-11-18";"Plate";"";""
"AFRIM Project BTB";"Hektoen Enteric Agar";"60";"HE211020-01";"2020-11-18";"Plate";"";""
"AFRIM Project BTB";"Hektoen Enteric Agar";"90";"HE051120-01";"2020-11-18";"Plate";"";""
"NHealth Laboratory ";"Blood Agar";"300";"BAP121120-01";"2020-11-18";"Plate";"";""
"NHealth Laboratory ";"Chocolate Agar";"100";"CHOC041120-01";"2020-11-18";"Plate";"";""
"Battambang";"Chocolate Agar";"150";"CHOC041120-01";"2020-11-18";"Plate";"";""
"Battambang";"MacConkey Agar";"80";"MAC111120-01";"2020-11-18";"Plate";"";""
"Battambang";"Sheep Blood Mueller-Hinton Agar";"10";"SMH121120-01";"2020-11-18";"Plate";"";""
"Battambang";"Ashdown's Agar";"50";"ASHA041120-01";"2020-11-18";"Plate";"";""
"Battambang";"Kligler Iron Agar";"60";"KIA280920-01";"2020-11-18";"Tube";"";""
"Battambang";"Lysine Iron Agar";"60";"LIA081020-01";"2020-11-18";"Tube";"";""
"Battambang";"Sulfide Indole Motility Medium";"60";"SIM071020-01";"2020-11-18";"Tube";"";""
"Battambang";"Simmons Citrate Agar ";"60";"CIT201020-01";"2020-11-18";"Tube";"";""
"Battambang";"Urea Agar";"60";"URE221020-01";"2020-11-18";"Tube";"";""
"Kampong Cham";"Blood Culture Bottle (child)";"100";"BHI P061120-01";"2020-11-19";"Child Bottle";"";""
"Kampong Cham";"Blood Agar";"170";"BAP111120-01";"2020-11-19";"Plate";"";""
"Kampong Cham";"Blood Agar";"130";"BAP121120-02";"2020-11-19";"Plate";"";""
"Kampong Cham";"Chocolate Agar";"180";"CHOC031120-01";"2020-11-19";"Plate";"";""
"Kampong Cham";"Mueller Hinton II Agar ";"20";"MHII031120-01";"2020-11-19";"Plate";"";""
"Kampong Cham";"Mueller Hinton II Agar ";"80";"MHII051120-01";"2020-11-19";"Plate";"";""
"Kampong Cham";"MacConkey Agar";"50";"MAC111120-01";"2020-11-19";"Plate";"";""
"Kampong Cham";"Sheep Blood Mueller-Hinton Agar";"20";"SMH121120-01";"2020-11-19";"Plate";"";""
"Kampong Cham";"Mannitol Salt Agar";"30";"MSA041120-01";"2020-11-19";"Plate";"";""
"Kampong Cham";"Hektoen Enteric Agar";"20";"HE051120-01";"2020-11-19";"Plate";"";""
"Kampong Cham";"Ashdown's Agar";"20";"ASHA041120-01";"2020-11-19";"Plate";"";""
"Kampong Cham";"Kligler Iron Agar";"30";"KIA290920-01";"2020-11-19";"Tube";"";""
"Kampong Cham";"Lysine Iron Agar";"30";"LIA111120-01";"2020-11-19";"Tube";"";""
"Kampong Cham";"Sulfide Indole Motility Medium";"30";"SIM071020-01";"2020-11-19";"Tube";"";""
"Kampong Cham";"Simmons Citrate Agar ";"20";"CIT061020-01";"2020-11-19";"Tube";"";""
"Kampong Cham";"Simmons Citrate Agar ";"10";"CIT201020-01";"2020-11-19";"Tube";"";""
"Kampong Cham";"Urea Agar";"30";"URE221020-01";"2020-11-19";"Tube";"";""
"Siem Reap";"Blood Culture Bottle (child)";"266";"BHI P061120-01";"2020-11-19";"Child Bottle";"";""
"Siem Reap";"Blood Agar";"10";"BAP101120-02";"2020-11-19";"Plate";"";""
"Siem Reap";"Blood Agar";"80";"BAP121120-02";"2020-11-19";"Plate";"";""
"Siem Reap";"Chocolate Agar";"80";"CHOC041120-01";"2020-11-19";"Plate";"";""
"Siem Reap";"Sheep Blood Mueller-Hinton Agar";"20";"SMH121120-01";"2020-11-19";"Plate";"";""
"Siem Reap";"Mannitol Salt Agar";"70";"MSA041120-01";"2020-11-19";"Plate";"";""
"National Pediatric Hospital";"Blood Culture Bottle (child)";"300";"BHI P131120-01";"2020-11-20";"Child Bottle";"";""
"US NAMRU-2";"Blood Agar";"60";"BAP171120-01";"2020-11-27";"Plate";"";""
"US NAMRU-2";"Chocolate Agar";"60";"CHOC171120-01";"2020-11-27";"Plate";"";""
"US NAMRU-2";"Mueller Hinton II Agar ";"60";"MHII051120-01";"2020-11-27";"Plate";"";""
"US NAMRU-2";"MacConkey Agar";"60";"MAC111120-01";"2020-11-27";"Plate";"";""
"US NAMRU-2";"Lysine Iron Agar";"20";"LIA081020-01";"2020-11-27";"Tube";"";""
"US NAMRU-2";"Lysine Iron Agar";"10";"LIA111120-01";"2020-11-27";"Tube";"";""
"US NAMRU-2";"Sulfide Indole Motility Medium";"30";"SIM071020-01";"2020-11-27";"Tube";"";""
"US NAMRU-2";"Simmons Citrate Agar ";"30";"CIT201020-01";"2020-11-27";"Tube";"";""
"American University of Phnom penh";"MacConkey Agar";"20";"MAC111120-01";"2020-11-24";"Plate";"";""
"Pro Laboratory";"MacConkey Agar";"10";"MAC111120-01";"2020-11-25";"Plate";"";""
"Pro Laboratory";"Blood Agar";"20";"BAP171120-01";"2020-11-25";"Plate";"";""
"Pro Laboratory";"Mueller Hinton II Agar ";"10";"MHII051120-01";"2020-11-25";"Plate";"";""
"Takeo";"Blood Agar";"250";"BAP171120-01";"2020-11-25";"Plate";"";""
"Takeo";"Chocolate Agar";"330";"CHOC161120-01";"2020-11-25";"Plate";"";""
"Takeo";"Mueller Hinton II Agar ";"100";"MHII051120-01";"2020-11-25";"Plate";"";""
"Takeo";"MacConkey Agar";"40";"MAC111120-01";"2020-11-25";"Plate";"";""
"Takeo";"MacConkey Agar";"10";"MAC181120-01";"2020-11-25";"Plate";"";""
"Takeo";"Sheep Blood Mueller-Hinton Agar";"30";"SMH121120-01";"2020-11-25";"Plate";"";""
"Takeo";"Kligler Iron Agar";"70";"KIA290920-01";"2020-11-25";"Tube";"";""
"Takeo";"Lysine Iron Agar";"70";"LIA111120-01";"2020-11-25";"Tube";"";""
"Takeo";"Sulfide Indole Motility Medium";"70";"SIM071020-01";"2020-11-25";"Tube";"";""
"Takeo";"Simmons Citrate Agar ";"70";"CIT201020-01";"2020-11-25";"Tube";"";""
"Takeo";"Urea Agar";"40";"URE221020-01";"2020-11-25";"Tube";"";""
"Takeo";"Urea Agar";"30";"URE051120-01";"2020-11-25";"Tube";"";""
"Takeo";"Trypticase Soy Agar ";"110";"TSA081020-01";"2020-11-25";"Tube";"";""
"Takeo";"Blood Culture Bottle (child)";"100";"BHI P131120-01";"2020-11-25";"Child Bottle";"";""
"Siem Reap";"Blood Agar";"150";"BAP231120-01";"2020-11-26";"Plate";"";""
"Siem Reap";"Blood Agar";"160";"BAP231120-02";"2020-11-26";"Plate";"";""
"Siem Reap";"Chocolate Agar";"100";"CHOC171120-01";"2020-11-26";"Plate";"";""
"Siem Reap";"Chocolate Agar";"330";"CHOC181120-01";"2020-11-26";"Plate";"";""
"Siem Reap";"Mannitol Salt Agar";"10";"MSA191120-01";"2020-11-26";"Plate";"";""
"Kossamak";"Blood Agar";"300";"BAP171120-02";"2020-11-26";"Plate";"";""
"Kossamak";"MacConkey Agar";"200";"MAC181120-01";"2020-11-26";"Plate";"";""
"Kossamak";"Blood Agar";"30";"BAP171120-02";"2020-11-26";"Plate";"";""
"Kossamak";"Blood Agar";"150";"BAP231120-01";"2020-11-26";"Plate";"";""
"US NAMRU-2";"Blood Culture Bottle (adult)";"100";"BHI A201120-01";"2020-11-27";"Adult Bottle";"";""
"AFRIM Project BTB";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"50";"TCBS171120-01";"2020-11-27";"Plate";"";""
"AFRIM Project BTB";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"80";"TCBS231120-01";"2020-11-27";"Plate";"";""
"Battambang";"Blood Culture Bottle (adult)";"226";"BHI A191120-01";"2020-11-27";"Adult Bottle";"";""
"Battambang";"Blood Culture Bottle (child)";"50";"BHI P131120-01";"2020-11-27";"Child Bottle";"";""
"Battambang";"Blood Agar";"160";"BAP231120-02";"2020-11-27";"Plate";"";""
"Battambang";"Blood Agar";"90";"BAP241120-01";"2020-11-27";"Plate";"";""
"Battambang";"Chocolate Agar";"50";"CHOC171120-01";"2020-11-27";"Plate";"";""
"Battambang";"Mueller Hinton II Agar ";"110";"MHII051120-01";"2020-11-27";"Plate";"";""
"Battambang";"Mueller Hinton II Agar ";"90";"MHII161120-01";"2020-11-27";"Plate";"";""
"Battambang";"MacConkey Agar";"200";"MAC181120-01";"2020-11-27";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Blood Agar";"180";"BAP241120-01";"2020-12-03";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Blood Agar";"220";"BAP241120-02";"2020-12-03";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Mueller Hinton II Agar ";"200";"MHII161120-01";"2020-12-03";"Plate";"";""
"Khmer Soviet Friendship Hospital";"MacConkey Agar";"400";"MAC181120-02";"2020-12-03";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Mannitol Salt Agar";"80";"MSA191120-01";"2020-12-03";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Kligler Iron Agar";"40";"KIA290920-01";"2020-12-03";"Tube";"";""
"Khmer Soviet Friendship Hospital";"Lysine Iron Agar";"40";"LIA111120-01";"2020-12-03";"Tube";"";""
"Khmer Soviet Friendship Hospital";"Sulfide Indole Motility Medium";"40";"SIM071020-01";"2020-12-03";"Tube";"";""
"Khmer Soviet Friendship Hospital";"Urea Agar";"40";"URE051120-01";"2020-12-03";"Tube";"";""
"Khmer Soviet Friendship Hospital";"Simmons Citrate Agar ";"40";"CIT201020-01";"2020-12-03";"Tube";"";""
"Sihanouk Hospital Center of Hope";"Blood Culture Bottle (adult)";"11";"BHI A141020-01";"2020-12-03";"Adult Bottle";"";""
"Sihanouk Hospital Center of Hope";"Blood Culture Bottle (adult)";"89";"BHI A201120-01";"2020-12-03";"Adult Bottle";"";""
"Central Media Making Laboratory";"Blood Culture Bottle (child)";"5";"BHI P131120-01";"2020-12-04";"Child Bottle";"";""
"Central Media Making Laboratory";"Blood Culture Bottle (adult)";"5";"BHI A141020-01";"2020-12-04";"Adult Bottle";"";""
"Siem Reap";"Blood Culture Bottle (adult)";"34";"BHI A201120-01";"2020-12-04";"Adult Bottle";"";""
"Siem Reap";"Blood Culture Bottle (adult)";"66";"BHI A201120-02";"2020-12-04";"Adult Bottle";"";""
"Biobykin";"Blood Agar";"50";"BAP121120-02";"2020-12-07";"Plate";"";""
"Biobykin";"Blood Culture Bottle (adult)";"20";"BHI A201120-02";"2020-12-07";"Adult Bottle";"";""
"Biobykin";"Chocolate Agar";"30";"CHOC171120-01";"2020-12-07";"Plate";"";""
"Biobykin";"Mueller Hinton II Agar ";"40";"MHII161120-01";"2020-12-07";"Plate";"";""
"Biobykin";"MacConkey Agar";"30";"MAC261120-01";"2020-12-07";"Plate";"";""
"Biobykin";"Mannitol Salt Agar";"10";"MSA191120-01";"2020-12-07";"Plate";"";""
"Biobykin";"Kligler Iron Agar";"10";"KIA290920-01";"2020-12-07";"Tube";"";""
"Biobykin";"Lysine Iron Agar";"10";"LIA111120-01";"2020-12-07";"Tube";"";""
"Biobykin";"Sulfide Indole Motility Medium";"10";"SIM071020-01";"2020-12-07";"Tube";"";""
"Biobykin";"Simmons Citrate Agar ";"10";"CIT201020-01";"2020-12-07";"Tube";"";""
"Biobykin";"Urea Agar";"10";"URE051120-01";"2020-12-07";"Tube";"";""
"BOM";"Blood Agar";"60";"BAP241120-02";"2020-12-07";"Plate";"";""
"BOM";"Blood Agar";"40";"BAP301120-01";"2020-12-07";"Plate";"";""
"BOM";"Chocolate Agar";"30";"CHOC171120-01";"2020-12-07";"Plate";"";""
"BOM";"MacConkey Agar";"100";"MAC261120-01";"2020-12-07";"Plate";"";""
"BOM";"Ashdown's Agar";"50";"ASHA251120-01";"2020-12-07";"Plate";"";""
"Sunrise Hospital";"Blood Agar";"10";"BAP101120-02";"2020-12-07";"Plate";"";""
"Sunrise Hospital";"Blood Agar";"70";"BAP301120-01";"2020-12-07";"Plate";"";""
"Sunrise Hospital";"Mueller Hinton II Agar ";"20";"MHII161120-01";"2020-12-07";"Plate";"";""
